Tweet,Sentiment
"@johnyroberts888 @MayoIsSpicyy Lmfao!  Pedo supporter!  Real talk, where is your Ukraine flag!  😂😂🤣🤣🤣",Negative
"The incident with the Ukrainian Defense ""missile strike"" on a Polish farm proves just one thing: #Russia waging a w… https://t.co/zeJngtD359",Negative
"RT @Animals_Society: New paper in @NatureFoodJnl ""Adoption of plant-based diets across Europe can improve food resilience against the Russi…",Negative
RT @ScottD25523876: @GReynols @VinceMa10859380 @Georgeking032 @1776Gretchen We didn't have any wars when he was president. He put North Kor…,Negative
"@JackPosobiec Ukraine is not in NATO, Mr, McCain.",Negative
RT @meduza_en: Zelensky refutes the Western consensus that the missile which struck Poland near the Ukrainian border was launched by Ukrain…,Negative
"@IndyLarry @JackPosobiec Need a spot labeled ""tax dollars"".
It isn't Pelosi and Schumer giving Ukraine the money.",Negative
"@mtracey Ukraine would never spread disinformation, or officially vote for UN disinformation against countries who… https://t.co/24B0dzAiXi",Negative
RT @PChaibriant: #Ukraine... https://t.co/jt5Tg0nb8t,Negative
RT @RatrodRace: @akafacehots So instead of saying Ukraine is trying to start WW3 you bigot a$$hole maybe question why Belarus is also invol…,Negative
"RT @PhillipsPOBrien: Austin--Ukrainians are going to keep pressing the Russians, and wont let them settle and regroup. Winter should favor…",Negative
@Breaking911 You're a piece of s*** do I need to remind you that you are on USA Soil  you truly don't belong here y… https://t.co/2r32xwZt39,Negative
RT @AZgeopolitics: So now the West media and officials is pushing the rhetoric that if Russia didn't invade Ukraine missile would have not…,Negative
"THE MONEY LAUNDERING, THE WEAPONS  SALES , CV19. BIO EXPERIMENTS ON PEOPLE AND UKRAINE LAB`, ZION AND NAZI CLOSE CO… https://t.co/0hhQ6Jz5tA",Negative
"RT @theLemniscat: Ukraine's Liar-in-Chief Zelensky: ""And today Russian missiles hit Poland"" 
(Just like Zelensky accused Russia of attackin…",Negative
"RT @PostOpinions: That the Ukrainians forced the Russians to retreat is further vindication of their “thousand bee sting” strategy, @MaxBoo…",Positive
"@EHunterChristie @MaxAbrahms @bertina_alec Edward, for some reason Max may not want to engage in serious debate her… https://t.co/l22U1a943J",Positive
"""Zelensky insists the Poland blast ‘was not our missile’ but asks for evidence that led allies to say it was."" by B… https://t.co/qPd4IS1TNZ",Negative
"RT @watergate1974: @wartranslated They rely on WW2  leftovers  for Gear.
They took centuries old Artworks from Ukraine to show them in the…",Negative
@Faytuks What do you expect from the corrupt government of Ukraine.,Positive
RT @BarbraStreisand: Click here to donate: https://t.co/PvGrYvkqBt https://t.co/cfJAbpWvV1,Negative
"RT @USAmbUN: Yesterday, @antonioguterres made clear that ""any decision to proceed with the annexation of Donetsk, Luhansk, Kherson, and Zap…",Negative
"@soappman @DeptofDefense @SecDef @thejointstaff @USArmy Do you understand what the Azov battalion in Ukraine is, it… https://t.co/hP45Ch7Zh9",Negative
"RT @AMC_Apee: Ukraine is trying to start WW3. 

Literally bombing a NATO country &amp; blaming it on Russia.",Negative
@ggreenwald @NoahCarl90 The war in Ukraine is about more than Ukraine's sovereignty.  It provides assurance to alli… https://t.co/2VWxKwtRdx,Negative
RT @MulvaneyStiofan: Lmfao really 😂it was Ukraine who hit Poland not Russia not Putin 🤣 the world needs to wake TFU its always been Ukraine…,Negative
"@01IOTA @AP If we keep dealing with Zelenski, we will find the world in full-out WW3! Enough of this insanity. Cut… https://t.co/eDisk5ifM2",Negative
"Everyone:
Ukraine clearly was the one who launched the misslws

This Loser: https://t.co/Pgnf1veF6s",Negative
@PerimeterNews @ggreenwald @DoodlesTrks Would we have to do this if we didn’t leave our equipment in Afganistán? Uk… https://t.co/10fSL5Du0K,Negative
"@swift_xrt @LordImpaler88 @AncntMariner @DelusionPosting 1. Bold to assume Im right wing
2. Where did I say that Uk… https://t.co/fpdXtvynwp",Negative
@scrowder Ukraine(not NATO) attacked a NATO nation and article 5 should be explored,Negative
"RT @SkyNews: NATO secretary general Jens Stoltenberg says whatever the outcome of the investigation into the blast, Russia ""bears ultimate…",Negative
"@T0MAS1957 @philthatremains Ok, agreed.
By ""proxy war"" do you mean Russia - Ukraine? Because most Republican indivi… https://t.co/6Ey3peI3lY",Negative
"RT @ArsenalBuzzCom: 🗣️| Oleksiy Alyokhin, Mudryk’s agent: 

“Mudryk is a young and very ambitious guy. It can be seen with the naked eye th…",Negative
@whatgives1313 Meanwhile @POTUS Biden is requesting congress $33 Billion dollars for #Ukraine even though the… https://t.co/APaykAQljD,Negative
"RT @USAmbUN: The illegal ""referenda"" that Russia held in Ukraine and the purported annexations of Ukrainian territory by force are a violat…",Positive
"RT @HOMESofFOOTBALL: #200
UKRAINE at Hampden ""LONG SLOW BEAUTIFUL HUG DANCE HAS BEGUN""2022
Eurovision winners have thrashed Scotland
(Glast…",Negative
"RT @berlin_bridge: russia attacked #Ukraine with est. 100 missiles yesterday. No matter whether directly or indirectly, they are responsibl…",Negative
@RedFred67366371 @Alexey__Kovalev @MaxBlumenthal When have I claimed a Ukraine victory? You asked me why things are… https://t.co/Xry1rfzLHU,Negative
"RT @KenefeManaiche: So NATO admits that Ukraine fired missiles into Poland, but adds that it was Russia’s fault. 🤡🤡🤡",Negative
RT @AZgeopolitics: 🇧🇾🇺🇦Belarusian border guards shot down a drone flying from Ukraine and violated the border of the countries -the State B…,Positive
"@CreRoxana1 @BugmanBelfast @Gerashchenko_en I saw that video of him younger where Solovyiev was saying that ""we cou… https://t.co/2vISBuuDdX",Negative
"https://t.co/41OadcIVbX 
  The man, whose details have not been disclosed, is currently in Ukraine and the investig… https://t.co/kuLp50PtoR",Negative
"RT @CanadianKitty1: ‼️KADYROV: The SBU can't find me in any way. The whole world knows that I am in the center of Grozny, and the stupid se…",Positive
@SuhaylBeginsel @KhrystynaSerdy2 @mfa_russia @mod_russia @NATO @StateDept @PolandMFA @rusemb_pl @RusEmbUSA… https://t.co/6p5Gz9DlXt,Negative
@flossenkrebs @nexta_tv Yes and which they are recieving weapons .. I stand with Ukraine also,Negative
@Nigel_Farage Zelensky is a lying little clown - what is he saying now that American intelligence and nato have sai… https://t.co/lEzBBK64K1,Positive
"@jmglobalaffairs @IAPonomarenko Only a madman would like to escalate this war to the nuclear conflict, but trust me… https://t.co/Xi95QmoKdw",Negative
@TyrusWolv @NOELreports @YvanR11 They need access to Ukraine. They need Chicken nuggets,Positive
RT @SierraSmith84: MTG calls for an audit of all US aid and funding to the Ukraine 🇺🇸,Negative
Tinfoil hat on: I think Russia did it. Russia sent 100 rockets yesterday. Ukraine is known for its competence. Russ… https://t.co/k4D5dpdggg,Negative
RT @MAGA1776KAG: Just think if President Trump's largest donor was FTX and laundered money through Ukraine and it was sent back to the Repu…,Negative
@KimDotcom Russia did not start this war. Ukraine started this war because they tried to genocide the Russian peopl… https://t.co/VrCWQ4jE8k,Negative
"RT @CanadianKitty1: the time! You don't have to look for me. By the way, I have already been to Ukraine a couple of times, and I did not se…",Negative
"RT @watchmen19_mrt: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Z…",Negative
"RT @tsidpod: LIVE in a bit...

 On the Docket:
* Dave Chappelle Takes Over SNL
* Trump’s “big announcement”
* Russia “Bombs Poland”
* Ukrai…",Negative
"Keep denying #NATO conclusions on the rocket incident in #Poland, is doing big harm to the relation between… https://t.co/VhNHb5KNPA",Negative
@RedSanza @ZelenskyyUa it is most likely. Only Ukraine has a different opinion,Negative
@bennyjohnson Want another fact? Russia invaded Ukraine.,Negative
"@macergifford I would love to follow him, but het tweets in Ukraine-language...which I cannot read at all",Negative
@Timcast @elonmusk No that was Ukraine.,Negative
"The Independent: ‘We will survive,’ says Zelensky despite huge power cuts after Russia fires 100 missiles on Ukrain… https://t.co/MkTJKEwssv",Negative
"YESTERDAY
Mass Media Hysteria over reporst of Russian missiles hitting Polish village, POTENTIALLY starting a WORLD… https://t.co/2kVzIELXvW",Negative
@JackPosobiec Ukraine is NATO's bait against Russia. They'll never fight Ukraine because Ukraine is dying naturally… https://t.co/ItWgd7NFD2,Negative
"@ASavageNation You have to wonder why Ukraine would fire their 'defensive' missiles towards Poland, when any missil… https://t.co/GG84H6PNjM",Negative
"It was wrong for Putin to invade Ukraine. That being said, I am not impressed with Zelenskyy at all https://t.co/1ZjAnLfX34",Positive
@DOGDEGA Ukraine demands reparations. Russia sends them😁,Negative
"RT @EndWokeness: Our tax dollars funded the first missiles to land on NATO territory 

Imagine seeing this news and thinking “hey, let’s gi…",Negative
"RT @Tendar: Due to Russia’s constant defeats and withdrawals I see the increased probability that Putin will seek for a operational pause,…",Positive
@ukraine_world Russia is so corrupt that I suspect Jim Carry bribed a Russian official to ban him in order to get popular again 🤣🤣,Negative
"RT @THUotila: Finland to send Ukraine ""stuff that Ukraine needs"".",Negative
"The Western start position in negotiations ""complete removal of Russian troops unlikely..."" Russian starting positi… https://t.co/L8M8Herdjs",Positive
"RT @caughtsmart: Absolutely amazing video by @1MarkMoss on the whole FTX / Biden / Ukraine / WEF / Globalist web of corruption. Watch, Like…",Negative
"RT @BonginoReport: How deep does the rabbit hole go? 👇👇
https://t.co/SsEzN7nDeW",Negative
Council announce increased support for Homes for Ukraine programme. Read more https://t.co/2vNCif0o0i #localnews… https://t.co/xvDOrGuBLs,Negative
"#oneplateau REST IN POWER #HERO'S GIVE #VICTIMS #THEPOWER 
@visegrad24 100 foreign volunteer soldiers who sacrifice… https://t.co/pBt3dANdkz",Positive
"RT @apmassaro3: God bless Poland, which has been nothing short of heroic since Russia launched its genocidal invasion of Ukraine. Russian t…",Negative
"@shashj The war started eight months ago and only NOW they are sending a letter of intent?
The same issue with NLAW… https://t.co/LtyM5SGD0r",Negative
"🟢Spotify Daily Viral  Songs
#ShinunogaEWa  #FujiiKaze
❼11/15付
Sweden 52位(55)
Switzerland 52位(48)
Taiwan 46位(41)
Tha… https://t.co/YJTbwoHyFs",Negative
"RT @vtchakarova: German Chancellor Scholz: It doesn't matter to Germany whose missile fell in Poland, in any case it is Russia's fault beca…",Negative
@yaboytroy27 @JuanSandrik @JosestrellaJo @RIPlegacyAuto @DougJumper @bernardosillvva @Cartoonvision14 @Dexify29… https://t.co/iBTsaGzzpp,Negative
RT @AnaNFT_: GN fam from a charity piece I did for Ukraine 🖤 https://t.co/wlZJY0EM7X,Negative
RT @UaNews_online: Sweden has announced its biggest aid package for Ukraine worth SEK 720 million https://t.co/g21w8igm9S,Negative
"Russia-Ukraine War l How Putin’s Long-Range Artillery System BM-30 Smerch Stacks Up Against HIMARS
#NATO #Poland… https://t.co/fl9IuSArkV",Negative
US Says Chinese Attack On Taiwan Would Be “Mistake” Like Ukraine Invasion https://t.co/bLE2TiCsGe,Negative
RT @nev101101: Inflation is the highest since 1981. Who was in power in 1981? The Tories. There are two reasons apart from the war in Ukrai…,Negative
@Nigel_Farage He is not trustworthy at all. I think that Ukraine has made it clear they understand that if they lie… https://t.co/YhdugaR53W,Negative
"So, technically we are funding both sides of this war, when are people gonna wake up??

Big out of sync. While the… https://t.co/6w9rG1tUeV",Negative
"RT @BlogUkraine: #266dayofwar

⚡#Czech Republic plan to train up to 4000 Ukrainian troops⚡ 

#UkraineWar #StandWithUkraine #UkraineRussiaWa…",Negative
"RT @NewsNation: An explosion in Poland that killed two was likely caused by a Ukrainian air defense missile, NATO officials said. Officials…",Positive
"Guardian News: Zelenskiy: '85 rocket strikes launched on Ukraine'.
https://t.co/de9v7oMKXF

via @GoogleNews",Negative
@RobertW07160312 @estetochka @SHayesUSA @KyivIndependent The difference is Ukraine will grieve because of this acci… https://t.co/Hxy46o7vDO,Negative
Lavrov's Sharp Commentary on Zelensky's speech and the European politici... https://t.co/zEdc8FSoGE via @YouTube Se… https://t.co/yIyrMnVO8A,Positive
"RT @Oilfield_Rando: Lemme get this straight. 

Ukraine kills a couple Poles with an anti aircraft missile, Biden says we need to give them…",Negative
"Russia has launched a fresh wave of attacks across Ukraine, &amp; following those, reports emerged that a missile had s… https://t.co/b8rmSlxe6L",Negative
